index,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
19,2011-01-20,1,0,1,0,4,1,1.5416666666666667,0.26166666666666666,0.25505,0.5383333333333333,0.19590416666666666,83,1844,1927
20,2011-01-21,1,0,1,0,5,1,1.2916666666666667,0.1775,0.15783333333333333,0.45708333333333334,0.3532416666666667,75,1468,1543
21,2011-01-22,1,0,1,0,6,0,1.375,0.057499999999999996,0.07672291666666667,0.4025,0.1756875,93,890,983
22,2011-01-23,1,0,1,0,7,0,1.0833333333333333,0.09375,0.0975625,0.443125,0.2413,150,839,990
23,2011-01-24,1,0,1,0,1,1,1.2083333333333333,0.09500000000000001,0.11459583333333333,0.49,0.16106041666666668,86,1331,1417
24,2011-01-25,1,0,1,0,2,1,1.5833333333333333,0.22041666666666668,0.2313833333333333,0.6210416666666666,0.13122916666666667,186,1800,1986
25,2011-01-26,1,0,1,0,3,1,2.9583333333333335,0.2132608695652174,0.19996014492753622,0.8576268115942028,0.29910326086956524,37,630,667
26,2011-01-27,1,0,1,0,3,1,2.3333333333333335,0.20673913043478262,0.21355652173913042,0.6894565217391304,0.2077342391304348,15,794,820
27,2011-01-28,1,0,1,0,5,1,2.0416666666666665,0.20291666666666666,0.22316666666666665,0.7922916666666667,0.12251666666666666,38,1131,1169
28,2011-01-29,1,0,1,0,6,0,1.25,0.19499999999999998,0.21086249999999998,0.6522916666666666,0.14428333333333335,123,977,1100
29,2011-01-30,1,0,1,0,7,0,1.2916666666666667,0.21333333333333335,0.24872916666666667,0.7279166666666667,0.0709,140,959,1099
30,2011-01-31,1,0,1,0,1,1,1.7916666666666667,0.18083333333333332,0.18625,0.60375,0.18719166666666667,42,1459,1501
31,2011-02-01,1,0,2,0,2,1,2.2083333333333335,0.19041666666666668,0.2339125,0.82875,0.05099583333333333,47,1315,1362
32,2011-02-02,1,0,2,0,3,1,1.9166666666666667,0.26,0.2544166666666667,0.7754166666666666,0.2643083333333333,72,1454,1526
33,2011-02-03,1,0,2,0,4,1,1.0,0.18625,0.17678125,0.43895833333333334,0.27768333333333334,61,1490,1551
34,2011-02-04,1,0,2,0,5,1,1.875,0.20833333333333334,0.22569166666666665,0.5870833333333333,0.1274875,88,1624,1712
35,2011-02-05,1,0,2,0,6,0,2.375,0.2333333333333333,0.24305833333333335,0.9291666666666667,0.16107916666666666,100,905,1005
36,2011-02-06,1,0,2,0,7,0,1.0,0.28583333333333333,0.2916708333333333,0.5683333333333334,0.1418,354,1269,1623
37,2011-02-07,1,0,2,0,1,1,1.4583333333333333,0.27166666666666667,0.3036583333333333,0.7383333333333333,0.045408333333333335,120,1592,1712
38,2011-02-08,1,0,2,0,2,1,1.25,0.22083333333333333,0.19824583333333334,0.5379166666666667,0.36195,64,1466,1530
39,2011-02-09,1,0,2,0,3,1,1.625,0.13166666666666668,0.14206041666666666,0.49291666666666667,0.18594583333333334,53,1556,1609
40,2011-02-10,1,0,2,0,4,1,1.4583333333333333,0.14416666666666667,0.14931458333333333,0.44812500000000005,0.22014999999999998,47,1493,1540
41,2011-02-11,1,0,2,0,5,1,1.0,0.18083333333333332,0.20645,0.5129166666666667,0.10697083333333333,149,1603,1752
42,2011-02-12,1,0,2,0,6,0,1.0,0.2225,0.23295416666666666,0.5441666666666667,0.20336666666666667,288,1184,1472
43,2011-02-13,1,0,2,0,7,0,1.4583333333333333,0.3116666666666667,0.3194458333333334,0.4670833333333333,0.25623125,398,1194,1592
44,2011-02-14,1,0,2,0,1,1,1.0,0.41500000000000004,0.39835,0.3758333333333333,0.4179083333333333,208,1705,1913
45,2011-02-15,1,0,2,0,2,1,1.0416666666666667,0.2654166666666667,0.2522020833333333,0.3175,0.3044208333333333,140,1676,1817
46,2011-02-16,1,0,2,0,3,1,1.125,0.31333333333333335,0.31186458333333333,0.4247916666666667,0.24720833333333334,218,1902,2120
47,2011-02-17,1,0,2,0,4,1,1.2083333333333333,0.43583333333333335,0.4286583333333333,0.505,0.23010416666666667,259,2216,2475
48,2011-02-18,1,0,2,0,5,1,1.25,0.5216666666666666,0.5119833333333333,0.5166666666666667,0.264925,579,2348,2927
49,2011-02-19,1,0,2,0,6,0,1.0,0.39916666666666667,0.3914041666666667,0.18791666666666665,0.5074625,532,1103,1635
50,2011-02-20,1,0,2,0,7,0,1.3333333333333333,0.28208333333333335,0.27335,0.4097916666666666,0.23165625,639,1174,1813
51,2011-02-21,1,0,2,1,1,0,2.2083333333333335,0.30333333333333334,0.284075,0.605,0.3078458333333333,195,912,1107
52,2011-02-22,1,0,2,0,1,0,1.6666666666666667,0.17666666666666667,0.1755125,0.6270833333333333,0.23445000000000002,74,1400,1474
53,2011-02-23,1,0,2,0,3,1,1.0,0.2175,0.24147708333333331,0.42625,0.09578958333333333,139,1783,1922
54,2011-02-24,1,0,2,0,4,1,1.8333333333333333,0.2916666666666667,0.2859791666666667,0.6960416666666666,0.24565416666666665,100,1709,1810
55,2011-02-25,1,0,2,0,5,1,1.9583333333333333,0.36250000000000004,0.34974583333333337,0.72125,0.33645416666666667,121,1344,1465
56,2011-02-26,1,0,2,0,6,0,1.375,0.28250000000000003,0.2821916666666667,0.5379166666666667,0.18657083333333335,424,1545,1969
57,2011-02-27,1,0,2,0,7,0,1.0833333333333333,0.33916666666666667,0.3475270833333333,0.6879166666666667,0.12282708333333335,695,1709,2404
58,2011-02-28,1,0,2,0,1,1,2.5,0.4008333333333334,0.39392083333333333,0.8795833333333333,0.27985,81,1371,1453
59,2011-03-01,1,0,3,0,2,1,1.0,0.26666666666666666,0.26387916666666666,0.535,0.216425,137,1714,1851
60,2011-03-02,1,0,3,0,3,1,1.0,0.335,0.32007083333333336,0.4495833333333333,0.30783333333333335,231,1903,2134
61,2011-03-03,1,0,3,0,4,1,1.0416666666666667,0.19833333333333333,0.20013333333333336,0.3183333333333333,0.22575416666666667,123,1562,1685
62,2011-03-04,1,0,3,0,5,1,1.5,0.26166666666666666,0.2556791666666666,0.6104166666666667,0.20334583333333334,214,1730,1944
63,2011-03-05,1,0,3,0,6,0,2.0,0.3841666666666667,0.37877916666666667,0.7891666666666667,0.2518708333333333,640,1437,2077
64,2011-03-06,1,0,3,0,7,0,2.375,0.37833333333333335,0.3686666666666667,0.9466666666666667,0.3439083333333333,114,493,607
65,2011-03-07,1,0,3,0,1,1,1.25,0.2591666666666667,0.23546875,0.5658333333333333,0.34609791666666667,244,1629,1873
66,2011-03-08,1,0,3,0,2,1,1.25,0.2925,0.3024,0.42083333333333334,0.12065,316,1817,2133
67,2011-03-09,1,0,3,0,3,1,1.875,0.29583333333333334,0.2866083333333333,0.7754166666666666,0.22014999999999998,191,1700,1891
68,2011-03-10,1,0,3,0,4,1,2.9166666666666665,0.3858333333333333,0.38130833333333336,0.0,0.2587083333333333,46,579,626
69,2011-03-11,1,0,3,0,5,1,1.625,0.31625,0.3052333333333333,0.6587500000000001,0.22979375,247,1734,1981
70,2011-03-12,1,0,3,0,6,0,1.0,0.32916666666666666,0.32575,0.5945833333333334,0.22077500000000003,724,1408,2132
71,2011-03-13,1,0,3,0,7,0,1.0,0.3829166666666666,0.37845833333333334,0.535,0.264925,990,1455,2445
72,2011-03-14,1,0,3,0,1,1,1.125,0.32208333333333333,0.3288979166666666,0.504375,0.13681666666666667,359,1692,2051
73,2011-03-15,1,0,3,0,2,1,1.6666666666666667,0.3154166666666667,0.3166,0.656875,0.1803625,290,1768,2058
74,2011-03-16,1,0,3,0,3,1,2.0833333333333335,0.3620833333333333,0.36300416666666663,0.7858333333333333,0.2055375,322,1873,2195
75,2011-03-17,1,0,3,0,4,1,1.0833333333333333,0.41500000000000004,0.4103333333333334,0.6029166666666667,0.20957916666666665,424,2320,2744
76,2011-03-18,1,0,3,0,5,1,1.125,0.5329166666666667,0.5205166666666666,0.531875,0.22885416666666666,885,2361,3246
77,2011-03-19,1,0,3,0,6,0,1.1666666666666667,0.4725,0.466525,0.37916666666666665,0.3681666666666667,1424,1693,3117
78,2011-03-20,1,0,3,0,7,0,1.2083333333333333,0.3325,0.32575,0.47375000000000006,0.20772083333333335,1047,1424,2471
79,2011-03-21,2,0,3,0,1,1,1.875,0.42625,0.4052875,0.7383333333333333,0.2898104166666667,401,1677,2078
80,2011-03-22,2,0,3,0,2,1,1.4583333333333333,0.44166666666666665,0.44064166666666665,0.6245833333333334,0.22575,460,2243,2703
81,2011-03-23,2,0,3,0,3,1,2.4166666666666665,0.34625,0.3371166666666667,0.8385416666666666,0.23382708333333332,203,1924,2127
82,2011-03-24,2,0,3,0,4,1,1.875,0.285,0.2708333333333333,0.8058333333333333,0.24378750000000002,166,1699,1865
83,2011-03-25,2,0,3,0,5,1,1.3333333333333333,0.26416666666666666,0.2563125,0.49499999999999994,0.23072499999999999,300,1910,2210
84,2011-03-26,2,0,3,0,6,0,1.2916666666666667,0.2658333333333333,0.25757083333333336,0.3941666666666667,0.20957083333333335,981,1515,2496
85,2011-03-27,2,0,3,0,7,0,1.7083333333333333,0.24958333333333335,0.2478,0.5066666666666667,0.18283958333333336,472,1224,1697
86,2011-03-28,2,0,3,0,1,1,1.1666666666666667,0.26166666666666666,0.25536458333333334,0.3077083333333333,0.210825,222,1811,2033
87,2011-03-29,2,0,3,0,2,1,1.0833333333333333,0.3025,0.2929083333333333,0.31416666666666665,0.2269958333333333,317,2108,2425
88,2011-03-30,2,0,3,0,3,1,2.2083333333333335,0.3,0.29735,0.6466666666666666,0.1728875,168,1368,1536
89,2011-03-31,2,0,3,0,4,1,2.75,0.26833333333333337,0.257575,0.9183333333333333,0.21764583333333332,179,1506,1685
90,2011-04-01,2,0,4,0,5,1,1.6666666666666667,0.3,0.2834541666666667,0.6862499999999999,0.2587083333333334,307,1920,2227
91,2011-04-02,2,0,4,0,6,0,1.5,0.315,0.31563749999999996,0.6537499999999999,0.19714583333333335,898,1354,2252
92,2011-04-03,2,0,4,0,7,0,1.3333333333333333,0.37833333333333335,0.3787666666666667,0.48,0.1822125,1651,1598,3249
93,2011-04-04,2,0,4,0,1,1,1.4166666666666667,0.5733333333333334,0.5429291666666667,0.42625,0.38557083333333336,734,2381,3115
94,2011-04-05,2,0,4,0,2,1,1.875,0.4141666666666666,0.39835,0.6420833333333333,0.3880666666666666,167,1628,1795
95,2011-04-06,2,0,4,0,3,1,1.0,0.39083333333333337,0.38760833333333333,0.47083333333333327,0.26306250000000003,413,2395,2808
96,2011-04-07,2,0,4,0,4,1,1.3333333333333333,0.4375,0.43369583333333334,0.6029166666666667,0.1623125,571,2570,3141
97,2011-04-08,2,0,4,0,5,1,2.4583333333333335,0.3358333333333334,0.32447916666666665,0.83625,0.22699166666666667,172,1299,1471
98,2011-04-09,2,0,4,0,6,0,2.0833333333333335,0.3425,0.34152916666666666,0.8775,0.13308333333333333,879,1576,2455
99,2011-04-10,2,0,4,0,7,0,1.625,0.4266666666666667,0.4267375,0.8574999999999999,0.14676666666666668,1188,1707,2895
100,2011-04-11,2,0,4,0,1,1,1.5,0.59,0.5606041666666667,0.72625,0.32090416666666666,858,2494,3353
101,2011-04-12,2,0,4,0,2,1,2.2083333333333335,0.5025000000000001,0.4930541666666666,0.7391666666666666,0.2748791666666667,257,1777,2034
102,2011-04-13,2,0,4,0,3,1,2.0,0.41250000000000003,0.4172833333333334,0.8191666666666667,0.25061666666666665,209,1953,2162
103,2011-04-14,2,0,4,0,4,1,1.0,0.4675,0.46274166666666666,0.5404166666666667,0.1107,529,2738,3267
104,2011-04-15,2,0,4,1,5,0,1.25,0.4466666666666667,0.4419125,0.67125,0.226375,642,2484,3126
105,2011-04-16,2,0,4,0,6,0,2.5,0.43083333333333335,0.42549166666666666,0.8883333333333333,0.3408083333333333,121,674,795
106,2011-04-17,2,0,4,0,7,0,1.0416666666666667,0.4566666666666667,0.44569583333333335,0.4795833333333333,0.30349583333333335,1558,2186,3744
107,2011-04-18,2,0,4,0,1,1,1.2916666666666667,0.5125000000000001,0.5031458333333333,0.5425,0.16356666666666667,669,2760,3429
108,2011-04-19,2,0,4,0,2,1,1.6666666666666667,0.5058333333333334,0.48925833333333335,0.6658333333333334,0.15797083333333334,409,2795,3204
109,2011-04-20,2,0,4,0,3,1,1.125,0.595,0.5643916666666666,0.6141666666666666,0.24192500000000003,613,3331,3944
110,2011-04-21,2,0,4,0,4,1,1.2916666666666667,0.45916666666666667,0.45389166666666664,0.4070833333333333,0.32525833333333337,745,3444,4189
111,2011-04-22,2,0,4,0,5,1,2.2916666666666665,0.33666666666666667,0.32195416666666665,0.7295833333333334,0.2195208333333333,177,1506,1683
112,2011-04-23,2,0,4,0,6,0,1.875,0.46,0.4501208333333333,0.8879166666666666,0.23072499999999999,1462,2574,4036
113,2011-04-24,2,0,4,0,7,0,1.5,0.5816666666666667,0.5517625,0.8108333333333334,0.19217499999999998,1710,2481,4191
114,2011-04-25,2,0,4,0,1,1,1.2916666666666667,0.6066666666666667,0.5745,0.7766666666666667,0.18533333333333335,773,3300,4073
115,2011-04-26,2,0,4,0,2,1,1.0833333333333333,0.6316666666666667,0.5940833333333333,0.7291666666666666,0.3265,678,3722,4400
116,2011-04-27,2,0,4,0,3,1,1.5416666666666667,0.62,0.5751416666666667,0.8354166666666667,0.3122,547,3325,3872
117,2011-04-28,2,0,4,0,4,1,1.5833333333333333,0.6175,0.5789291666666666,0.7008333333333333,0.32090833333333335,569,3489,4058
118,2011-04-29,2,0,4,0,5,1,1.1666666666666667,0.51,0.4974625,0.45708333333333334,0.24006249999999998,878,3717,4595
119,2011-04-30,2,0,4,0,6,0,1.2083333333333333,0.4725,0.4640208333333333,0.5033333333333333,0.235075,1965,3347,5312
120,2011-05-01,2,0,5,0,7,0,1.6666666666666667,0.45166666666666666,0.4482041666666667,0.7620833333333333,0.10635416666666668,1138,2213,3351
121,2011-05-02,2,0,5,0,1,1,1.5416666666666667,0.5491666666666667,0.5328333333333334,0.73,0.18345416666666667,847,3554,4401
122,2011-05-03,2,0,5,0,2,1,1.6666666666666667,0.6166666666666667,0.5820791666666666,0.6970833333333334,0.3426666666666667,603,3848,4451
123,2011-05-04,2,0,5,0,3,1,1.9583333333333333,0.4141666666666666,0.40465,0.7370833333333334,0.3289958333333333,255,2378,2633
124,2011-05-05,2,0,5,0,4,1,1.0,0.45916666666666667,0.4419166666666667,0.44416666666666665,0.29539166666666666,614,3819,4433
125,2011-05-06,2,0,5,0,5,1,1.25,0.4791666666666667,0.4741166666666667,0.59,0.22824583333333334,894,3714,4608
126,2011-05-07,2,0,5,0,6,0,1.0833333333333333,0.52,0.5126208333333333,0.54125,0.16045,1612,3102,4714
127,2011-05-08,2,0,5,0,7,0,1.2916666666666667,0.5283333333333333,0.5189333333333334,0.6316666666666667,0.0746375,1401,2932,4333
128,2011-05-09,2,0,5,0,1,1,1.0,0.5325,0.5252458333333333,0.58875,0.17600000000000002,664,3698,4362
129,2011-05-10,2,0,5,0,2,1,1.4166666666666667,0.5325000000000001,0.5227208333333333,0.4891666666666667,0.11567083333333333,694,4109,4803
130,2011-05-11,2,0,5,0,3,1,1.125,0.5425,0.5284,0.6329166666666667,0.12064166666666666,550,3632,4182
131,2011-05-12,2,0,5,0,4,1,1.4166666666666667,0.535,0.5233625000000001,0.7475,0.18966666666666665,695,4169,4864
132,2011-05-13,2,0,5,0,5,1,2.2083333333333335,0.5125000000000001,0.4943,0.8633333333333333,0.17972500000000002,692,3413,4105
133,2011-05-14,2,0,5,0,6,0,2.375,0.5208333333333334,0.5006291666666667,0.9225,0.13495,902,2507,3409
134,2011-05-15,2,0,5,0,7,0,1.5,0.5625,0.5359999999999999,0.8670833333333333,0.15297916666666667,1582,2971,4553
135,2011-05-16,2,0,5,0,1,1,1.1666666666666667,0.5775,0.5505125,0.7879166666666667,0.12687083333333335,773,3185,3958
136,2011-05-17,2,0,5,0,2,1,2.0,0.5616666666666666,0.5385291666666666,0.8379166666666666,0.2773541666666666,678,3445,4123
137,2011-05-18,2,0,5,0,3,1,1.7916666666666667,0.55,0.5271583333333333,0.87,0.20149166666666665,536,3319,3855
138,2011-05-19,2,0,5,0,4,1,1.5833333333333333,0.5308333333333334,0.5107416666666666,0.8295833333333333,0.1082125,735,3840,4575
139,2011-05-20,2,0,5,0,5,1,1.25,0.5366666666666667,0.5290416666666666,0.7195833333333334,0.1250125,909,4008,4917
140,2011-05-21,2,0,5,0,6,0,1.125,0.6025,0.571975,0.6266666666666666,0.12065,2258,3547,5805
141,2011-05-22,2,0,5,0,7,0,1.25,0.6041666666666666,0.5745,0.7495833333333333,0.14800833333333333,1576,3084,4660
142,2011-05-23,2,0,5,0,1,1,1.6666666666666667,0.6316666666666667,0.5902958333333334,0.8099999999999999,0.23384166666666664,836,3438,4274
143,2011-05-24,2,0,5,0,2,1,1.7083333333333333,0.66,0.6048125,0.7408333333333333,0.20709166666666667,659,3833,4492
144,2011-05-25,2,0,5,0,3,1,1.2083333333333333,0.6608333333333333,0.6155416666666667,0.69625,0.15423333333333333,740,4238,4978
145,2011-05-26,2,0,5,0,4,1,1.25,0.7083333333333334,0.6546875,0.6775000000000001,0.1996416666666667,758,3919,4677
146,2011-05-27,2,0,5,0,5,1,1.2916666666666667,0.6816666666666666,0.6370083333333333,0.6537499999999999,0.24067916666666667,871,3808,4679
147,2011-05-28,2,0,5,0,6,0,1.0,0.6558333333333334,0.6123791666666666,0.7295833333333334,0.23009166666666667,2001,2757,4758
148,2011-05-29,2,0,5,0,7,0,1.2916666666666667,0.6675,0.6155499999999999,0.81875,0.2139375,2355,2433,4788
149,2011-05-30,2,0,5,1,1,0,1.2083333333333333,0.7333333333333334,0.6710916666666668,0.6849999999999999,0.131225,1549,2549,4098
150,2011-05-31,2,0,5,0,2,1,1.0833333333333333,0.775,0.7253833333333333,0.6366666666666666,0.11132916666666666,673,3309,3982
151,2011-06-01,2,0,6,0,3,1,1.5,0.7641666666666667,0.7209666666666666,0.6770833333333334,0.20709166666666667,513,3461,3974
152,2011-06-02,2,0,6,0,4,1,1.0,0.715,0.6439416666666666,0.305,0.2922875,736,4232,4968
153,2011-06-03,2,0,6,0,5,1,1.0416666666666667,0.62,0.5871333333333333,0.3541666666666667,0.25312083333333335,898,4414,5312
154,2011-06-04,2,0,6,0,6,0,1.3333333333333333,0.635,0.5946958333333333,0.45625,0.12314166666666666,1869,3473,5342
155,2011-06-05,2,0,6,0,7,0,1.5,0.6483333333333333,0.6168041666666667,0.6525,0.13869166666666669,1685,3221,4906
156,2011-06-06,2,0,6,0,1,1,1.0,0.6783333333333333,0.6218583333333333,0.6,0.12189583333333333,673,3875,4548
157,2011-06-07,2,0,6,0,2,1,1.375,0.7075,0.6559499999999999,0.5979166666666667,0.18780833333333333,763,4070,4833
158,2011-06-08,2,0,6,0,3,1,1.0,0.7758333333333334,0.7272791666666666,0.6220833333333333,0.13681666666666667,676,3725,4401
159,2011-06-09,2,0,6,0,4,1,1.5833333333333333,0.8083333333333332,0.7575791666666666,0.5683333333333334,0.14988333333333334,563,3352,3915
160,2011-06-10,2,0,6,0,5,1,1.1666666666666667,0.755,0.7032916666666668,0.605,0.14055416666666667,815,3771,4586
161,2011-06-11,2,0,6,0,6,0,1.125,0.725,0.6780375,0.6545833333333334,0.15485000000000002,1729,3237,4966
162,2011-06-12,2,0,6,0,7,0,1.1666666666666667,0.6925,0.643325,0.7479166666666667,0.16356666666666667,1467,2993,4460
163,2011-06-13,2,0,6,0,1,1,1.0,0.635,0.6016541666666667,0.4945833333333333,0.30535,863,4157,5020
164,2011-06-14,2,0,6,0,2,1,1.125,0.6041666666666666,0.5915458333333333,0.5070833333333333,0.2692833333333333,727,4164,4891
165,2011-06-15,2,0,6,0,3,1,1.0,0.6266666666666666,0.5877541666666667,0.4716666666666667,0.16791250000000002,769,4411,5180
166,2011-06-16,2,0,6,0,4,1,1.9166666666666667,0.6283333333333333,0.5953458333333334,0.6883333333333334,0.20647083333333335,545,3222,3767
167,2011-06-17,2,0,6,0,5,1,1.2916666666666667,0.6491666666666667,0.6003833333333334,0.7358333333333333,0.14302916666666668,863,3981,4844
168,2011-06-18,2,0,6,0,6,0,1.4166666666666667,0.6966666666666667,0.6439541666666666,0.6704166666666667,0.11940833333333334,1807,3312,5119
169,2011-06-19,2,0,6,0,7,0,1.75,0.6991666666666667,0.6458458333333333,0.6666666666666666,0.102,1639,3105,4744
170,2011-06-20,2,0,6,0,1,1,1.7083333333333333,0.635,0.5953458333333334,0.74625,0.155475,699,3311,4010
171,2011-06-21,3,0,6,0,2,1,1.7083333333333333,0.6808333333333333,0.6376458333333334,0.7704166666666666,0.17102499999999998,774,4061,4835
172,2011-06-22,3,0,6,0,3,1,1.4166666666666667,0.7333333333333334,0.6938291666666667,0.7075,0.17226249999999999,661,3846,4507
173,2011-06-23,3,0,6,0,4,1,1.625,0.7283333333333334,0.6938333333333332,0.7033333333333333,0.23880416666666668,746,4044,4790
174,2011-06-24,3,0,6,0,5,1,1.0416666666666667,0.7241666666666666,0.6565833333333333,0.5733333333333334,0.222025,969,4022,4991
175,2011-06-25,3,0,6,0,6,0,1.0833333333333333,0.695,0.6433125,0.48333333333333334,0.20957083333333335,1782,3420,5202
176,2011-06-26,3,0,6,0,7,0,1.2083333333333333,0.68,0.6376291666666666,0.5133333333333333,0.09453333333333334,1920,3385,5305
177,2011-06-27,3,0,6,0,1,1,1.75,0.6825,0.6370041666666667,0.6583333333333333,0.1075875,854,3854,4708
178,2011-06-28,3,0,6,0,2,1,1.3333333333333333,0.7441666666666666,0.6925583333333334,0.6341666666666667,0.14428333333333335,732,3916,4648
179,2011-06-29,3,0,6,0,3,1,1.0833333333333333,0.7283333333333334,0.6546875,0.4979166666666666,0.26182083333333334,848,4377,5225
180,2011-06-30,3,0,6,0,4,1,1.0,0.6966666666666667,0.6370083333333333,0.43416666666666665,0.1853125,1027,4488,5515
181,2011-07-01,3,0,7,0,5,1,1.0,0.7225,0.6521625,0.39625,0.10260833333333334,1246,4116,5362
182,2011-07-02,3,0,7,0,6,0,1.0,0.7383333333333333,0.6673083333333333,0.44458333333333333,0.1150625,2204,2915,5119
183,2011-07-03,3,0,7,0,7,0,1.75,0.7166666666666667,0.668575,0.6825,0.2288583333333333,2282,2367,4649
184,2011-07-04,3,0,7,1,1,0,1.5,0.7266666666666667,0.6654166666666667,0.6379166666666667,0.08147916666666667,3065,2978,6043
185,2011-07-05,3,0,7,0,2,1,1.0416666666666667,0.7466666666666667,0.6963374999999999,0.5904166666666667,0.12625833333333333,1031,3634,4665
186,2011-07-06,3,0,7,0,3,1,1.4166666666666667,0.7200000000000001,0.6856333333333332,0.7433333333333333,0.14988333333333334,784,3845,4629
187,2011-07-07,3,0,7,0,4,1,1.125,0.75,0.6868708333333333,0.65125,0.1592,754,3838,4592
188,2011-07-08,3,0,7,0,5,1,1.7083333333333333,0.7091666666666666,0.6704833333333333,0.7579166666666667,0.22512916666666669,692,3348,4040
189,2011-07-09,3,0,7,0,6,0,1.1666666666666667,0.7333333333333334,0.6641583333333333,0.6091666666666666,0.16791250000000002,1988,3348,5336
190,2011-07-10,3,0,7,0,7,0,1.0,0.7475,0.690025,0.5783333333333334,0.18347083333333333,1743,3138,4881
191,2011-07-11,3,0,7,0,1,1,1.0,0.7625000000000001,0.7298041666666667,0.6358333333333334,0.28233749999999996,723,3363,4086
192,2011-07-12,3,0,7,0,2,1,1.0416666666666667,0.7941666666666666,0.739275,0.5591666666666667,0.20025416666666665,662,3596,4258
193,2011-07-13,3,0,7,0,3,1,1.2916666666666667,0.7466666666666666,0.6894041666666667,0.6316666666666667,0.14613333333333334,748,3594,4342
194,2011-07-14,3,0,7,0,4,1,1.0,0.6808333333333333,0.6351041666666667,0.47625,0.24066666666666667,888,4196,5084
195,2011-07-15,3,0,7,0,5,1,1.0833333333333333,0.6633333333333333,0.6243708333333333,0.5912499999999999,0.18283333333333332,1318,4220,5538
196,2011-07-16,3,0,7,0,6,0,1.0,0.6866666666666666,0.6382625,0.5850000000000001,0.20834166666666668,2418,3505,5923
197,2011-07-17,3,0,7,0,7,0,1.0,0.7191666666666667,0.6698333333333334,0.6041666666666666,0.24503333333333333,2006,3296,5302
198,2011-07-18,3,0,7,0,1,1,1.0,0.7466666666666667,0.703925,0.65125,0.21580416666666669,841,3617,4458
199,2011-07-19,3,0,7,0,2,1,1.375,0.7766666666666667,0.7474791666666666,0.6504166666666666,0.13060000000000002,752,3789,4541
200,2011-07-20,3,0,7,0,3,1,1.0833333333333333,0.7683333333333334,0.7468499999999999,0.7070833333333333,0.11381666666666666,644,3688,4332
201,2011-07-21,3,0,7,0,4,1,1.5,0.815,0.8263708333333333,0.69125,0.22202083333333333,632,3152,3784
202,2011-07-22,3,0,7,0,5,1,1.25,0.8483333333333333,0.8408958333333333,0.5804166666666667,0.1331,562,2825,3387
203,2011-07-23,3,0,7,0,6,0,1.0416666666666667,0.8491666666666666,0.8042875,0.5,0.13122083333333331,987,2298,3285
204,2011-07-24,3,0,7,0,7,0,1.0833333333333333,0.8300000000000001,0.7948291666666667,0.5508333333333334,0.16917083333333335,1050,2556,3606
